,U_NODE_ID,V_NODE_ID,U_X,U_Y,V_X,V_Y,IS_NODE_U_DEPOT,IS_NODE_V_DEPOT,EDGE_WEIGHT,GLOBAL_RANK,U_NODE_LOCAL_EDGE_RANK,V_NODE_LOCAL_EDGE_RANK,LP_RELAXATION,FILE_NAME,U_NODE_DEMAND,V_NODE_DEMAND,U_NODE_DEMAND_CAPACITY_RATIO,V_NODE_DEMAND_CAPACITY_RATIO,AVERAGE_NODE_DEMAND_CAPACITY_RATIO,REDUCED_COST,NODE_U_EUC_DISTANCE_TO_NEAREST_CONVEX_HULL_VERTEX,NODE_V_EUC_DISTANCE_TO_NEAREST_CONVEX_HULL_VERTEX,CONVEX_HULL_EDGE_LENGTH,EDGE_WEIGHT_NON_NORMALISED,NODE_U_DIST_TO_CENTROID,NODE_V_DIST_TO_CENTROID,NODE_AVERAGE_DIST_TO_CENTROID,NODE_U_DIST_TO_DEPOT,NODE_V_DIST_TO_DEPOT,NODE_AVERAGE_DIST_TO_DEPOT,NODE_U_DIST_TO_NEAREST_NEIGHBOUR,NODE_V_DIST_TO_NEAREST_NEIGHBOUR,NODE_AVERAGE_DIST_TO_NEAREST_NEIGHBOUR,ANGLE_DEGREE_TO_DEPOT,U_NODE_DBSCAN,V_NODE_DBSCAN,AVERAGE_NODE_DBSCAN,IS_OPTIMAL_EDGE_PRUNE
10,1,12,40,40,55,65,1,0,0.58309518948453,403,0.58309518948453,0.58309518948453,0.0,P-n50-k7.txt,0.0,0.74,0.0,0.0,0.0,0.46,0.0,0.0,0.0,29.1547594742265,25.56262310483805,24.998433950949806,1264.0264263946965,0.0,0.58309518948453,14.577379737113253,0.0,0.0,0.0,0.0,0.0,0.22,0.11,1
11,1,13,40,40,35,51,1,0,0.2416609194718914,585,0.2416609194718914,0.2416609194718914,0.0,P-n50-k7.txt,0.0,0.32,0.0,0.0,0.0,0.17,0.0,0.0,0.0,12.083045973594572,25.56262310483805,25.48047291554849,1276.0774005096632,0.0,0.2416609194718914,6.041522986797286,0.0,0.0,0.0,0.0,0.0,0.24,0.12,1
12,1,14,40,40,62,35,1,0,0.4512205669071391,486,0.4512205669071391,0.4512205669071391,0.0,P-n50-k7.txt,0.0,0.24,0.0,0.0,0.0,0.28,0.0,0.4275511665286389,0.0,22.56102834535696,25.56262310483805,25.32221356832771,1272.120916829144,0.0,0.4512205669071391,11.280514172678478,0.0,0.0,0.0,0.0,0.0,0.26,0.13,1
13,1,15,40,40,62,57,1,0,0.5560575509783138,421,0.5560575509783138,0.5560575509783138,0.0,P-n50-k7.txt,0.0,0.62,0.0,0.0,0.0,0.4,0.0,0.0,0.0,27.80287754891569,25.56262310483805,25.010655729108745,1264.3319708486697,0.0,0.5560575509783138,13.901438774457844,0.0,0.0,0.0,0.0,0.0,0.28,0.14,1
14,1,16,40,40,62,24,1,0,0.5440588203494178,428,0.5440588203494178,0.5440588203494178,0.0,P-n50-k7.txt,0.0,0.16,0.0,0.0,0.0,0.42,0.0,0.2154065922853801,0.0,27.202941017470888,25.56262310483805,25.47941325855052,1276.0509090847142,0.0,0.5440588203494178,13.601470508735444,0.0,0.0,0.0,0.0,0.0,0.3,0.15,1
15,1,17,40,40,21,36,1,0,0.388329756778952,521,0.388329756778952,0.388329756778952,0.0,P-n50-k7.txt,0.0,0.38,0.0,0.0,0.0,0.26,0.0,0.0,0.0,19.4164878389476,25.56262310483805,25.8903167226668,1286.3234956876213,0.0,0.388329756778952,9.7082439194738,0.0,0.0,0.0,0.0,0.0,0.32,0.16,1
16,1,18,40,40,33,44,1,0,0.1612451549659709,612,0.1612451549659709,0.1612451549659709,0.0,P-n50-k7.txt,0.0,0.4,0.0,0.0,0.0,0.07,0.0,0.0,0.0,8.06225774829855,25.56262310483805,25.606680768893103,1279.2325968432788,0.0,0.1612451549659709,4.031128874149275,0.0,0.0,0.0,0.0,0.0,0.34,0.17,1
17,1,19,40,40,9,56,1,0,0.6977105417004964,319,0.6977105417004964,0.6977105417004964,0.0,P-n50-k7.txt,0.0,0.26,0.0,0.0,0.0,0.49,0.0,0.0,0.0,34.88552708502482,25.56262310483805,25.788239567678907,1283.771566812924,0.0,0.6977105417004964,17.44276354251241,0.0,0.0,0.0,0.0,0.0,0.36,0.18,1
18,1,20,40,40,62,48,1,0,0.468187996428785,476,0.468187996428785,0.468187996428785,0.0,P-n50-k7.txt,0.0,0.3,0.0,0.0,0.0,0.36,0.0,0.18,0.0,23.40939982143925,25.56262310483805,25.13764706570605,1267.5067542636025,0.0,0.468187996428785,11.704699910719626,0.0,0.0,0.0,0.0,0.0,0.38,0.19,1
19,1,21,40,40,66,14,1,0,0.7353910524340094,291,0.7353910524340094,0.7353910524340094,0.0,P-n50-k7.txt,0.0,0.44,0.0,0.0,0.0,0.58,0.0,0.0,0.0,36.76955262170047,25.56262310483805,25.567708149147823,1278.258281349647,0.0,0.7353910524340094,18.384776310850235,0.0,0.0,0.0,0.0,0.0,0.4,0.2,1
20,1,22,40,40,44,13,1,0,0.5458937625582473,427,0.5458937625582473,0.5458937625582473,0.0,P-n50-k7.txt,0.0,0.56,0.0,0.0,0.0,0.42,0.0,0.0,0.0,27.29468812791237,25.56262310483805,25.888362250246733,1286.2746338771194,0.0,0.5458937625582473,13.64734406395618,0.0,0.0,0.0,0.0,0.0,0.42,0.21,1
21,1,23,40,40,26,13,1,0,0.608276253029822,384,0.608276253029822,0.608276253029822,0.0,P-n50-k7.txt,0.0,0.24,0.0,0.0,0.0,0.48,0.0,0.0,0.0,30.4138126514911,25.56262310483805,26.14173865679175,1292.609044040745,0.0,0.608276253029822,15.20690632574555,0.0,0.0,0.0,0.0,0.0,0.44,0.22,1
22,1,24,40,40,11,28,1,0,0.6276941930590086,370,0.6276941930590086,0.6276941930590086,0.0,P-n50-k7.txt,0.0,0.12,0.0,0.0,0.0,0.44,0.0,0.0,0.0,31.38470965295043,25.56262310483805,26.14529594401257,1292.6979762212654,0.0,0.6276941930590086,15.692354826475215,0.0,0.0,0.0,0.0,0.0,0.46,0.23,1
23,1,25,40,40,7,43,1,0,0.6627216610312356,340,0.6627216610312356,0.6627216610312356,0.0,P-n50-k7.txt,0.0,0.54,0.0,0.0,0.0,0.53,0.0,0.0,0.0,33.13608305156178,25.56262310483805,25.99560155103167,1288.955616396743,0.0,0.6627216610312356,16.56804152578089,0.0,0.0,0.0,0.0,0.0,0.48,0.24,1
24,1,26,40,40,17,64,1,0,0.6648308055437865,339,0.6648308055437865,0.6648308055437865,0.0,P-n50-k7.txt,0.0,0.28,0.0,0.0,0.0,0.49,0.0,0.0,0.0,33.24154027718932,25.56262310483805,25.56209107252378,1278.1178544340455,0.0,0.6648308055437865,16.62077013859466,0.0,0.0,0.0,0.0,0.0,0.5,0.25,1
25,1,27,40,40,41,46,1,0,0.1216552506059643,622,0.1216552506059643,0.1216552506059643,0.0,P-n50-k7.txt,0.0,0.36,0.0,0.0,0.0,0.03,0.0,0.0,0.0,6.082762530298219,25.56262310483805,25.46425926666629,1275.6720592876086,0.0,0.1216552506059643,3.0413812651491097,0.0,0.0,0.0,0.0,0.0,0.52,0.26,1
26,1,28,40,40,55,34,1,0,0.3231098884280702,550,0.3231098884280702,0.3231098884280702,0.0,P-n50-k7.txt,0.0,0.34,0.0,0.0,0.0,0.2,0.0,0.456508488420533,0.0,16.15549442140351,25.56262310483805,25.43485207348374,1274.9368794580446,0.0,0.3231098884280702,8.077747210701755,0.0,0.0,0.0,0.0,0.0,0.54,0.27,1
27,1,29,40,40,35,16,1,0,0.4903060268852505,461,0.4903060268852505,0.4903060268852505,0.0,P-n50-k7.txt,0.0,0.58,0.0,0.0,0.0,0.36,0.0,0.0,0.0,24.515301344262525,25.56262310483805,25.972148544161687,1288.3692912249935,0.0,0.4903060268852505,12.257650672131264,0.0,0.0,0.0,0.0,0.0,0.56,0.28,1
28,1,30,40,40,52,26,1,0,0.3687817782917155,528,0.3687817782917155,0.3687817782917155,0.0,P-n50-k7.txt,0.0,0.26,0.0,0.0,0.0,0.28,0.0,0.0,0.0,18.43908891458577,25.56262310483805,25.590804989292543,1278.8357023532649,0.0,0.3687817782917155,9.219544457292889,0.0,0.0,0.0,0.0,0.0,0.58,0.29,1
29,1,31,40,40,43,26,1,0,0.2863564212655271,565,0.2863564212655271,0.2863564212655271,0.0,P-n50-k7.txt,0.0,0.44,0.0,0.0,0.0,0.18,0.0,0.0,0.0,14.317821063276352,25.56262310483805,25.717521264694238,1282.003609238307,0.0,0.2863564212655271,7.158910531638177,0.0,0.0,0.0,0.0,0.0,0.6,0.3,1
30,1,32,40,40,31,76,1,0,0.7421590126111789,287,0.7421590126111789,0.7421590126111789,0.0,P-n50-k7.txt,0.0,0.5,0.0,0.0,0.0,0.49,0.0,0.0,0.0,37.10795063055895,25.56262310483805,25.19365991673302,1268.9070755392768,0.0,0.7421590126111789,18.553975315279477,0.0,0.0,0.0,0.0,0.0,0.62,0.31,1
31,1,33,40,40,22,53,1,0,0.4440720662234904,489,0.4440720662234904,0.4440720662234904,0.0,P-n50-k7.txt,0.0,0.56,0.0,0.0,0.0,0.31,0.0,0.0,0.0,22.20360331117452,25.56262310483805,25.640345161483296,1280.0742066580335,0.0,0.4440720662234904,11.10180165558726,0.0,0.0,0.0,0.0,0.0,0.64,0.32,1
32,1,34,40,40,26,29,1,0,0.3560898762952971,536,0.3560898762952971,0.3560898762952971,0.0,P-n50-k7.txt,0.0,0.54,0.0,0.0,0.0,0.24,0.0,0.0,0.0,17.804493814764857,25.56262310483805,25.916514040279413,1286.9784286279364,0.0,0.3560898762952971,8.902246907382429,0.0,0.0,0.0,0.0,0.0,0.66,0.33,1
33,1,35,40,40,50,40,1,0,0.2,602,0.2,0.2,0.0,P-n50-k7.txt,0.0,0.38,0.0,0.0,0.0,0.14,0.0,0.0,0.0,10.0,25.56262310483805,25.42053697308536,1274.5790019480853,0.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0,0.68,0.34,1
34,1,36,40,40,55,50,1,0,0.3605551275463989,533,0.3605551275463989,0.3605551275463989,0.0,P-n50-k7.txt,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.1979898987322333,0.0,18.027756377319943,25.56262310483805,25.20864335897511,1269.2816615953288,0.0,0.3605551275463989,9.013878188659971,0.0,0.0,0.0,0.0,0.0,0.7,0.35,1
35,1,37,40,40,54,10,1,0,0.6621178142898739,342,0.6621178142898739,0.6621178142898739,0.0,P-n50-k7.txt,0.0,0.24,0.0,0.0,0.0,0.52,0.0,0.0,0.0,33.1058907144937,25.56262310483805,25.79179132980104,1283.860360865977,0.0,0.6621178142898739,16.55294535724685,0.0,0.0,0.0,0.0,0.0,0.72,0.36,1
36,1,38,40,40,60,15,1,0,0.6403124237432849,361,0.6403124237432849,0.6403124237432849,0.0,P-n50-k7.txt,0.0,0.28,0.0,0.0,0.0,0.58,0.0,0.0,0.0,32.01562118716424,25.56262310483805,25.636491569635652,1279.9778668618426,0.0,0.6403124237432849,16.00781059358212,0.0,0.0,0.0,0.0,0.0,0.74,0.37,1
37,1,39,40,40,47,66,1,0,0.5385164807134504,431,0.5385164807134504,0.5385164807134504,0.0,P-n50-k7.txt,0.0,0.48,0.0,0.0,0.0,0.42,0.0,0.0,0.0,26.92582403567252,25.56262310483805,25.099428280341368,1266.5512846294855,0.0,0.5385164807134504,13.46291201783626,0.0,0.0,0.0,0.0,0.0,0.76,0.38,1
38,1,40,40,40,30,60,1,0,0.447213595499958,488,0.447213595499958,0.447213595499958,0.0,P-n50-k7.txt,0.0,0.32,0.0,0.0,0.0,0.31,0.0,0.0,0.0,22.360679774997894,25.56262310483805,25.42793149275025,1274.7638649397074,0.0,0.447213595499958,11.180339887498947,0.0,0.0,0.0,0.0,0.0,0.78,0.39,1
39,1,41,40,40,30,50,1,0,0.282842712474619,567,0.282842712474619,0.282842712474619,0.0,P-n50-k7.txt,0.0,0.66,0.0,0.0,0.0,0.23,0.0,0.0,0.0,14.142135623730953,25.56262310483805,25.56630008429065,1278.2230797282173,0.0,0.282842712474619,7.071067811865476,0.0,0.0,0.0,0.0,0.0,0.8,0.4,1
40,1,42,40,40,12,17,1,0,0.7247068372797375,299,0.7247068372797375,0.7247068372797375,0.0,P-n50-k7.txt,0.0,0.3,0.0,0.0,0.0,0.64,0.0,0.0,0.0,36.23534186398688,25.56262310483805,26.28446118907519,1296.177107347831,0.0,0.7247068372797375,18.11767093199344,0.0,0.0,0.0,0.0,0.0,0.82,0.41,1
41,1,43,40,40,15,14,1,0,0.7213875518748573,303,0.7213875518748573,0.7213875518748573,0.0,P-n50-k7.txt,0.0,0.22,0.0,0.0,0.0,0.62,0.0,0.0,0.0,36.069377593742864,25.56262310483805,26.283753537118702,1296.159416048919,0.0,0.7213875518748573,18.034688796871432,0.0,0.0,0.0,0.0,0.0,0.84,0.42,1
42,1,44,40,40,16,19,1,0,0.637808748764079,363,0.637808748764079,0.637808748764079,0.0,P-n50-k7.txt,0.0,0.36,0.0,0.0,0.0,0.56,0.0,0.0,0.0,31.89043743820395,25.56262310483805,26.19934541167012,1294.0492129127042,0.0,0.637808748764079,15.945218719101977,0.0,0.0,0.0,0.0,0.0,0.86,0.43,1
43,1,45,40,40,21,48,1,0,0.412310562561766,507,0.412310562561766,0.412310562561766,0.0,P-n50-k7.txt,0.0,0.34,0.0,0.0,0.0,0.37,0.0,0.0,0.0,20.615528128088304,25.56262310483805,25.723850800375903,1282.1618476303488,0.0,0.412310562561766,10.307764064044152,0.0,0.0,0.0,0.0,0.0,0.06,0.03,1
44,1,46,40,40,50,30,1,0,0.282842712474619,567,0.282842712474619,0.282842712474619,0.0,P-n50-k7.txt,0.0,0.42,0.0,0.0,0.0,0.22,0.0,0.0,0.0,14.142135623730953,25.56262310483805,25.562075424346904,1278.1174632296238,0.0,0.282842712474619,7.071067811865476,0.0,0.0,0.0,0.0,0.0,0.88,0.44,1
45,1,47,40,40,51,42,1,0,0.223606797749979,592,0.223606797749979,0.223606797749979,0.0,P-n50-k7.txt,0.0,0.54,0.0,0.0,0.0,0.16,0.0,0.0,0.0,11.180339887498947,25.56262310483805,25.378142169985573,1273.5191318705906,0.0,0.223606797749979,5.5901699437494745,0.0,0.0,0.0,0.0,0.0,0.68,0.34,1
46,1,48,40,40,50,15,1,0,0.5385164807134504,431,0.5385164807134504,0.5385164807134504,0.0,P-n50-k7.txt,0.0,0.38,0.0,0.0,0.0,0.46,0.0,0.0,0.0,26.92582403567252,25.56262310483805,25.77583558296413,1283.4614671950544,0.0,0.5385164807134504,13.46291201783626,0.0,0.0,0.0,0.0,0.0,0.9,0.45,1
47,1,49,40,40,48,21,1,0,0.412310562561766,507,0.412310562561766,0.412310562561766,0.0,P-n50-k7.txt,0.0,0.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,20.615528128088304,25.56262310483805,25.718182284135093,1282.0201347243285,0.0,0.412310562561766,10.307764064044152,0.0,0.0,0.0,0.0,0.0,0.92,0.46,1
48,1,50,40,40,12,38,1,0,0.561426753904728,418,0.561426753904728,0.561426753904728,0.0,P-n50-k7.txt,0.0,0.1,0.0,0.0,0.0,0.48,0.0,0.1414213562373095,0.0,28.0713376952364,25.56262310483805,25.99217766944509,1288.8700193570785,0.0,0.561426753904728,14.0356688476182,0.0,0.0,0.0,0.0,0.0,0.94,0.47,1
49,2,1,22,22,40,40,0,1,0.5091168824543142,451,0.5091168824543142,0.5091168824543142,0.0,P-n50-k7.txt,0.36,0.0,0.0024,0.0024,0.0024,0.44,0.0,0.0,0.0,25.45584412271571,26.0717260648389,25.56262310483805,1290.8587292419238,0.5091168824543142,0.0,12.727922061357855,0.0,0.0,0.0,0.0,0.02,0.0,0.01,1
50,2,3,22,22,36,26,0,0,0.2912043955712207,563,0.2912043955712207,0.2912043955712207,0.0,P-n50-k7.txt,0.36,0.52,0.0024,0.0024,0.0024,0.12,0.0,0.0,0.0,14.560219778561038,26.0717260648389,25.81651603140904,1297.2060524061983,0.5091168824543142,0.2912043955712207,20.00803195063837,0.0,0.0,0.0,29.054636675667144,0.02,0.04,0.03,1
51,2,4,22,22,21,45,0,0,0.4604345773288535,481,0.4604345773288535,0.4604345773288535,0.0,P-n50-k7.txt,0.36,0.22,0.0024,0.0024,0.0024,0.31,0.0,0.0,0.0,23.021728866442675,26.0717260648389,25.765358526517733,1295.9271147839158,0.5091168824543142,0.39293765408777,22.551363413552103,0.0,0.0,0.0,47.48952404826438,0.02,0.06,0.04,0
52,2,5,22,22,45,35,0,0,0.5283937925449163,438,0.5283937925449163,0.5283937925449163,0.0,P-n50-k7.txt,0.36,0.6,0.0024,0.0024,0.0024,0.32,0.0,0.0,0.0,26.419689627245813,26.0717260648389,25.561958062714996,1290.8421031888474,0.5091168824543142,0.1414213562373095,16.263455967290593,0.0,0.0,0.0,15.524091650799267,0.02,0.08,0.05,0
53,2,6,22,22,55,20,0,0,0.6612110101926616,343,0.6612110101926616,0.6612110101926616,0.0,P-n50-k7.txt,0.36,0.42,0.0024,0.0024,0.0024,0.5,0.0,0.2009975124224178,0.0,33.06055050963308,26.0717260648389,25.634424120701443,1292.6537546385084,0.5091168824543142,0.5,25.22792206135785,0.0,0.0,0.0,48.46824803350784,0.02,0.1,0.06,0
54,2,7,22,22,33,34,0,0,0.3255764119219941,549,0.3255764119219941,0.3255764119219941,0.0,P-n50-k7.txt,0.36,0.38,0.0024,0.0024,0.0024,0.14,0.0,0.0,0.0,16.278820596099706,26.0717260648389,25.74657452943984,1295.4575148569684,0.5091168824543142,0.1843908891458577,17.3376942900043,0.0,0.0,0.0,2.4897617911516456,0.02,0.12,0.0699999999999999,1
55,2,8,22,22,50,50,0,0,0.7919595949289332,252,0.7919595949289332,0.7919595949289332,0.0,P-n50-k7.txt,0.36,0.3,0.0024,0.0024,0.0024,0.62,0.0,0.0,0.0,39.59797974644666,26.0717260648389,25.27978836936733,1283.787860855156,0.5091168824543142,0.282842712474619,19.79898987322333,0.0,0.0,0.0,0.0,0.02,0.14,0.08,1
56,2,9,22,22,55,45,0,0,0.8044874144447506,241,0.8044874144447506,0.8044874144447506,0.0,P-n50-k7.txt,0.36,0.32,0.0024,0.0024,0.0024,0.64,0.0,0.2778488797889961,0.0,40.22437072223753,26.0717260648389,25.27911588643875,1283.771048781941,0.5091168824543142,0.3162277660168379,20.633616211778804,0.0,0.0,0.0,10.12453329912881,0.02,0.16,0.09,0
57,2,10,22,22,26,59,0,0,0.7443117626371358,284,0.7443117626371358,0.7443117626371358,0.0,P-n50-k7.txt,0.36,0.58,0.0024,0.0024,0.0024,0.61,0.0,0.0,0.0,37.21558813185679,26.0717260648389,25.499680390153912,1289.2851613748203,0.5091168824543142,0.4720169488482378,24.528345782563804,0.0,0.0,0.0,38.8297961444576,0.02,0.18,0.0999999999999999,0
58,2,11,22,22,40,66,0,0,0.950789145920377,139,0.950789145920377,0.950789145920377,0.0,P-n50-k7.txt,0.36,0.52,0.0024,0.0024,0.0024,0.78,0.0,0.0,0.0,47.53945729601885,26.0717260648389,25.200406742749216,1281.8033201897028,0.5091168824543142,0.52,25.72792206135785,0.0,0.0,0.0,22.75103291281217,0.02,0.2,0.11,0
59,2,12,22,22,55,65,0,0,1.0840664186294122,66,1.0840664186294122,1.0840664186294122,0.0,P-n50-k7.txt,0.36,0.74,0.0024,0.0024,0.0024,0.9,0.0,0.0,0.0,54.20332093147061,26.0717260648389,24.998433950949806,1276.7540003947177,0.5091168824543142,0.58309518948453,27.305301798471103,0.0,0.0,0.0,7.495987441254701,0.02,0.22,0.12,0
60,2,13,22,22,35,51,0,0,0.6356099432828282,365,0.6356099432828282,0.6356099432828282,0.0,P-n50-k7.txt,0.36,0.32,0.0024,0.0024,0.0024,0.49,0.0,0.0,0.0,31.78049716414141,26.0717260648389,25.48047291554849,1288.8049745096846,0.5091168824543142,0.2416609194718914,18.76944504815514,0.0,0.0,0.0,20.85441537759639,0.02,0.24,0.13,0
61,2,14,22,22,62,35,0,0,0.8411896337925236,214,0.8411896337925236,0.8411896337925236,0.0,P-n50-k7.txt,0.36,0.24,0.0024,0.0024,0.0024,0.62,0.0,0.4275511665286389,0.0,42.05948168962618,26.0717260648389,25.32221356832771,1284.8484908291653,0.5091168824543142,0.4512205669071391,24.00843623403633,0.0,0.0,0.0,26.99590110898604,0.02,0.26,0.14,0
62,2,15,22,22,62,57,0,0,1.0630145812734648,74,1.0630145812734648,1.0630145812734648,0.0,P-n50-k7.txt,0.36,0.62,0.0024,0.0024,0.0024,0.86,0.0,0.0,0.0,53.15072906367324,26.0717260648389,25.010655729108745,1277.059544848691,0.5091168824543142,0.5560575509783138,26.6293608358157,0.0,0.0,0.0,3.814210800781996,0.02,0.28,0.15,0
63,2,16,22,22,62,24,0,0,0.8009993757800316,245,0.8009993757800316,0.8009993757800316,0.0,P-n50-k7.txt,0.36,0.16,0.0024,0.0024,0.0024,0.62,0.0,0.2154065922853801,0.0,40.049968789001575,26.0717260648389,25.47941325855052,1288.7784830847354,0.5091168824543142,0.5440588203494178,26.329392570093297,0.0,0.0,0.0,42.13757591112677,0.02,0.3,0.16,0
64,2,17,22,22,21,36,0,0,0.280713376952364,568,0.280713376952364,0.280713376952364,0.0,P-n50-k7.txt,0.36,0.38,0.0024,0.0024,0.0024,0.1,0.0,0.0,0.0,14.0356688476182,26.0717260648389,25.8903167226668,1299.0510696876424,0.5091168824543142,0.388329756778952,22.436165980831653,0.0,0.0,0.0,49.08558178315256,0.02,0.32,0.17,1
65,2,18,22,22,33,44,0,0,0.4919349550499537,460,0.4919349550499537,0.4919349550499537,0.0,P-n50-k7.txt,0.36,0.4,0.0024,0.0024,0.0024,0.33,0.0,0.0,0.0,24.596747752497688,26.0717260648389,25.606680768893103,1291.9601708433,0.5091168824543142,0.1612451549659709,16.75905093550713,0.0,0.0,0.0,18.435002825176756,0.02,0.34,0.18,0
66,2,19,22,22,9,56,0,0,0.7280109889280518,295,0.7280109889280518,0.7280109889280518,0.0,P-n50-k7.txt,0.36,0.26,0.0024,0.0024,0.0024,0.47,0.0,0.0,0.0,36.40054944640259,26.0717260648389,25.788239567678907,1296.4991408129451,0.5091168824543142,0.6977105417004964,30.170685603870265,0.0,0.0,0.0,65.92450564765217,0.02,0.36,0.19,0
67,2,20,22,22,62,48,0,0,0.9541488353501252,136,0.9541488353501252,0.9541488353501252,0.0,P-n50-k7.txt,0.36,0.3,0.0024,0.0024,0.0024,0.78,0.0,0.18,0.0,47.70744176750625,26.0717260648389,25.13764706570605,1280.234328263624,0.5091168824543142,0.468187996428785,24.43262197207748,0.0,0.0,0.0,11.976166987269988,0.02,0.38,0.2,0
